lp_w,Pf_Ps,alpha,trap_frac,mean_vx
2.0,1.375,1.9565790134300307,0.1602513,6.591255019236374
2.0,1.5,1.972660811105571,0.1488362,8.707594436207538
2.0,1.625,1.9748216345248477,0.13707742,10.93948669890397
2.0,1.75,1.982923032781183,0.12839988,13.177349541297698
2.0,1.875,1.9881672309327514,0.11956338,15.393563126713588
2.0,2.0,1.9881491205308415,0.11135948,17.748256363191228
2.25,0.125,1.5249082081831533,0.3671558,-3.2685958017909282
2.25,0.25,1.8261782794560402,0.35154018,-5.393674834405699
2.25,0.375,1.9548809415747765,0.32980626,-6.299049583392698
2.25,0.5,2.001312553689045,0.30028614,-6.145899083844287
2.25,0.625,2.0161794469282794,0.27374556,-5.163035083394496
2.25,0.75,2.0070243400669523,0.2468276,-3.662083396213478
2.25,0.875,1.893226628284383,0.22505378,-1.8713175512366762
2.25,1.0,0.8953456137996614,0.20437828,0.14402296278029986
2.25,1.125,1.8140286626151922,0.1873332,2.3971207923144062
2.25,1.25,1.9047950034716428,0.17102394,4.666181010046741
2.25,1.375,1.9542248982855246,0.15755464,7.04829556359223
2.25,1.5,1.9711495594262265,0.14546938,9.485573054218072
2.25,1.625,1.9775936577077897,0.1343684,11.978373186618523
2.25,1.75,1.9817671546882238,0.12594012,14.551720581989398
2.25,1.875,1.9880275418958044,0.1163921,17.026739030199675
2.25,2.0,1.9958337602475158,0.10801372,19.654514669815455
2.5,0.125,1.6299711035267193,0.37580684,-4.303908553117139
2.5,0.25,1.9229540137370635,0.36208476,-7.124008150827051
2.5,0.375,1.980793167444193,0.33421836,-8.14049436235718
2.5,0.5,2.0139243464444774,0.3023784,-7.814000691518502
2.5,0.625,2.032576369614636,0.27296292,-6.522621122681325
2.5,0.75,2.029009833786199,0.24693788,-4.7294697235353755
2.5,0.875,1.9701289704534035,0.22237156,-2.6179799069191954
2.5,1.0,0.9639041285473557,0.20177318,-0.23405465149101937
2.5,1.125,1.7744362252729677,0.18344486,2.25901693351382
2.5,1.25,1.910880492767253,0.168447,4.846100854810876
2.5,1.375,1.9683509890504323,0.15497464,7.525170794135534
2.5,1.5,1.9667324148931595,0.14253776,10.248350688028387
2.5,1.625,1.976658787606977,0.13227668,13.053182634881498
2.5,1.75,1.990391897218042,0.1218202,15.860851096468515
2.5,1.875,1.992698076665441,0.11339212,18.676349274736374
2.5,2.0,1.991433751785131,0.10482234,21.583192729570623
2.75,0.125,1.6440008605421665,0.38591502,-5.373593276073597
2.75,0.25,1.9431565895102834,0.36830978,-8.717812986608118
2.75,0.375,1.986695301024765,0.339157,-9.93772693256767
2.75,0.5,2.022698404679946,0.3047147,-9.415887397298322
2.75,0.625,2.0249818320449053,0.2742661,-7.826677978645311
2.75,0.75,2.034868860639094,0.24505458,-5.781019591764535
2.75,0.875,2.019185321188424,0.22121206,-3.3233215091424
2.75,1.0,1.377253728945564,0.20003546,-0.6472983998169201
2.75,1.125,1.75910898313105,0.18287024,2.1350994312417555
2.75,1.25,1.9345910618921622,0.1655561,5.053409360248497
2.75,1.375,1.9588928296658903,0.15217498,8.018576452644258
2.75,1.5,1.9756188583508998,0.14014362,11.049224314612541
2.75,1.625,1.9849048427067526,0.12942068,14.164793225258732
2.75,1.75,1.9866567704451825,0.11979808,17.233542529460763
2.75,1.875,1.98493371502048,0.11138264,20.355036976821093
2.75,2.0,1.988391954920567,0.10276366,23.549812018213636
3.0,0.125,1.7039836288956658,0.39396998,-6.464736053791552
3.0,0.25,1.9683686180755666,0.37732026,-10.550916769183733
3.0,0.375,2.0279260534244083,0.34406646,-11.75310964067762
3.0,0.5,2.045784219533839,0.30726342,-10.97721728848448
3.0,0.625,2.0405675677513293,0.27495076,-9.118242382206027
3.0,0.75,2.056433110943672,0.2448382,-6.734475108715217
3.0,0.875,2.069320472131083,0.22005028,-3.97615373837554
3.0,1.0,1.7509086611566669,0.19807642,-1.0583599832997306
3.0,1.125,1.7258167672396465,0.17993668,2.0021082918996798
3.0,1.25,1.9365220292792833,0.1648479,5.208955611763416
3.0,1.375,1.9723470798388911,0.15075548,8.48564694735038
3.0,1.5,1.97760915317781,0.13800476,11.847162930055317
3.0,1.625,1.9821509240003146,0.1269437,15.1854231292962
3.0,1.75,1.9841409072855745,0.11735202,18.591122023159212
3.0,1.875,1.988898905259402,0.10837914,22.059668359575653
3.0,2.0,1.994402751975681,0.10012532,25.51145952244999
3.25,0.125,1.7991024994711498,0.40376374,-8.108389785308168
3.25,0.25,1.9740722832246924,0.38485938,-12.522869381379133
3.25,0.375,2.0263610289680303,0.3485178,-13.558790606588273
3.25,0.5,2.021695196764603,0.30865874,-12.489358698243823
3.25,0.625,2.043130747365532,0.27553244,-10.408749455578636
3.25,0.75,2.0428720494980652,0.24375256,-7.758338278318205
3.25,0.875,2.0477790015918873,0.21845346,-4.735758519635222
3.25,1.0,1.9230761757607389,0.19795228,-1.4819547842806235
3.25,1.125,1.7297228022539868,0.17897338,1.9823715225887661
3.25,1.25,1.9171009600657054,0.16281394,5.456522730953057
3.25,1.375,1.9742945096842033,0.14838556,9.004397001497088
3.25,1.5,1.9764333027474232,0.13633796,12.592438537857484
3.25,1.625,1.9860279978409248,0.12489674,16.27269920529054
3.25,1.75,1.9924125382443745,0.11480308,19.99350774440672
3.25,1.875,1.9890395306289685,0.1063735,23.70935247453679
3.25,2.0,1.9947836889078456,0.09844518,27.49845897197911
3.5,0.125,1.8308287074953808,0.41211802,-9.588113660885332
3.5,0.25,1.9918454901705065,0.38988524,-14.406404512283665
3.5,0.375,2.0358643659457747,0.352328,-15.39317080080555
3.5,0.5,2.03502964629111,0.31179288,-14.118307926454664
3.5,0.625,2.0438579615066064,0.27549872,-11.710216483226809
3.5,0.75,2.047643737468739,0.24540638,-8.710334036189014
3.5,0.875,2.0563023358918704,0.21786042,-5.3773819386108705
3.5,1.0,1.9867201228866542,0.19630234,-1.7961271831425496
3.5,1.125,1.7282354394617072,0.17643172,1.8836297760252103
3.5,1.25,1.9386899577443863,0.16122014,5.6672688461209395
3.5,1.375,1.9627767380729315,0.14763888,9.547096262762459
3.5,1.5,1.979862484641345,0.13354966,13.475802917231755
3.5,1.625,1.9870861564273214,0.1233114,17.431787388762444
3.5,1.75,1.9929222242539981,0.11341136,21.393442606919002
3.5,1.875,1.9915252224141036,0.10457134,25.417771356147746
3.5,2.0,1.9951463806587284,0.09619332,29.522025085632123
3.75,0.125,1.8381755919666427,0.4189805,-10.622816320517524
3.75,0.25,2.0172312696017713,0.39773364,-16.415817631231512
3.75,0.375,2.0359754544941913,0.35571334,-17.294310116424263
3.75,0.5,2.027261440083839,0.31269222,-15.781499301405377
3.75,0.625,2.0320416651279407,0.2760051,-12.974296955772806
3.75,0.75,2.041059075139558,0.24439084,-9.68376341632204
3.75,0.875,2.0404113818284704,0.21678406,-6.065413658042358
3.75,1.0,2.0471136604326,0.19590262,-2.1630704717794966
3.75,1.125,1.7544594833837721,0.17648326,1.8238153021025005
3.75,1.25,1.9257185939907122,0.15999314,5.914735087580235
3.75,1.375,1.9738648760210857,0.14487928,10.04025369349995
3.75,1.5,1.9818176028905317,0.13231214,14.284908027968443
3.75,1.625,1.986930334722932,0.12194404,18.528547488694624
3.75,1.75,1.9900289965003035,0.1114629,22.831532524581604
3.75,1.875,1.9954109529303508,0.1029221,27.12434282394154
3.75,2.0,1.9930283377280482,0.09526288,31.49566640902747
4.0,0.125,1.9079334569521793,0.42778342,-12.571071224229842
4.0,0.25,2.0116687611936896,0.4047038,-18.452919027619437
4.0,0.375,2.037564149330212,0.35921738,-19.221130670992636
4.0,0.5,2.034971509046064,0.31443238,-17.3402635723728
4.0,0.625,2.033830883546309,0.27624188,-14.267285954611586
4.0,0.75,2.0385101908249212,0.2437234,-10.636411833787475
4.0,0.875,2.0407826473602806,0.2171611,-6.654210509099741
4.0,1.0,2.0414206149844696,0.19438502,-2.5306577599881392
4.0,1.125,1.7382292406591353,0.1754885,1.7430331330132283
4.0,1.25,1.94703814362356,0.1585914,6.140986912617736
4.0,1.375,1.974704414945746,0.1441132,10.600942795121854
4.0,1.5,1.98251441630706,0.1319155,15.085383759129172
4.0,1.625,1.986424164765462,0.12033668,19.64543711754077
4.0,1.75,1.9902136822160195,0.11083042,24.237240699286517
4.0,1.875,1.9945793898338757,0.10134406,28.843418302436724
4.0,2.0,1.9943208807851143,0.09316212,33.50709312840056
