Pe_w,Pf_Pe,alpha,back_frac
0.8,1.0,1.8181179855194707,0.4779239
0.8,1.2,1.8333437167260036,0.4699033
0.8,1.4,1.9107194783972574,0.4594024
0.8,1.6,1.9589606334794918,0.4490515
0.8,1.8,1.9814887550419922,0.43768239999999997
0.8,2.0,1.9801328245103915,0.42673589999999995
1.0,0.0,1.0518967334268396,0.4993274
1.0,0.2,1.2063716713351906,0.4991776
1.0,0.4,0.854406834577565,0.4992441
1.0,0.6,1.1806550387215011,0.49581260000000005
1.0,0.8,1.5966901993719338,0.4892874
1.0,1.0,1.888895467593068,0.48057199999999994
1.0,1.2,1.847032124122941,0.4677798
1.0,1.4,1.9096336550184096,0.4555054
1.0,1.6,1.9297123366263491,0.44169230000000004
1.0,1.8,1.9708693808930298,0.4284579
1.0,2.0,1.9807994977943486,0.41273089999999996
1.2,0.0,0.8552367235531089,0.49900629999999996
1.2,0.2,0.8884534732785692,0.5029005000000001
1.2,0.4,1.1535365613783315,0.505074
1.2,0.6,1.1552147248110312,0.5029366000000001
1.2,0.8,1.1754039656309279,0.4930026
1.2,1.0,1.7135315335487173,0.4825436
1.2,1.2,1.883788492110836,0.4677911
1.2,1.4,1.9036177287636449,0.452398
1.2,1.6,1.9451031287172469,0.43510980000000005
1.2,1.8,1.9887729306051816,0.417965
1.2,2.0,1.9971260615956103,0.4004862
1.4,0.0,0.9395872078198559,0.4988789
1.4,0.2,1.07592035028535,0.5092262000000001
1.4,0.4,1.4315182485196996,0.5117761
1.4,0.6,1.427203432231672,0.509857
1.4,0.8,1.1734114682812053,0.5006037
1.4,1.0,1.4988206337903924,0.4857668
1.4,1.2,1.8634664159509415,0.46799620000000003
1.4,1.4,1.9314053278657903,0.4495846
1.4,1.6,1.9992198475831378,0.4296072
1.4,1.8,1.966488081878339,0.408257
1.4,2.0,1.9930079017286362,0.3879531
1.6,0.0,0.9267660167496659,0.5002194999999999
1.6,0.2,1.308363150248768,0.5143669000000001
1.6,0.4,1.670817184965367,0.521902
1.6,0.6,1.8549180820836697,0.5186696
1.6,0.8,1.2136887140798347,0.506172
1.6,1.0,1.4581118418094396,0.4896525
1.6,1.2,1.8964285648325279,0.4675089
1.6,1.4,1.968669664754796,0.4455757
1.6,1.6,1.9512098347168203,0.4226015
1.6,1.8,1.9756311006848406,0.3997171
1.6,2.0,1.998008555754702,0.3763356
1.8,0.0,1.0612899757786027,0.5006533999999999
1.8,0.2,1.584477551997833,0.524718
1.8,0.4,1.736712910338351,0.533736
1.8,0.6,1.8435746078729278,0.527503
1.8,0.8,1.5886059453191854,0.5119082
1.8,1.0,1.3936830058825256,0.4917511
1.8,1.2,1.9273114213779337,0.46792849999999997
1.8,1.4,1.943130738269935,0.4429935
1.8,1.6,1.9795927372788964,0.41718839999999996
1.8,1.8,1.9853757065883908,0.3906075
1.8,2.0,1.996876101367522,0.3638761
2.0,0.0,0.9509393943548224,0.4985347
2.0,0.2,1.6650241668623125,0.533038
2.0,0.4,1.8333231335587998,0.5421249
2.0,0.6,1.981161487175277,0.5356594
2.0,0.8,1.9347376390688091,0.5193372
2.0,1.0,1.162785099456718,0.4954735
2.0,1.2,1.916567632132788,0.46829879999999996
2.0,1.4,1.9576155585265589,0.44036309999999995
2.0,1.6,1.9742000326462323,0.4114806
2.0,1.8,1.9882508976917055,0.3816743
2.0,2.0,1.9879526663087193,0.35278129999999996
