lp_w,Pf_Pe,alpha,back_frac,mean_vx
3.0,1.375,1.2414446785407658,0.49480379999999996,0.958496280768462
3.0,1.5,1.8112627504302516,0.4724288,3.6811115133295953
3.0,1.625,1.9135421300168212,0.45069970000000004,6.342909076434189
3.0,1.75,1.95994157047871,0.4298127,9.020796487571163
3.0,1.875,1.9533347412076583,0.40999050000000004,11.615925271275293
3.0,2.0,1.9628453237449595,0.38984599999999997,14.342969033502095
3.25,0.125,1.9245148851530236,0.6026947,-12.088724807267377
3.25,0.25,2.0346013753251624,0.6441379,-16.914524438272494
3.25,0.375,2.037261287609164,0.6500841,-17.494688546109842
3.25,0.5,2.0177089316469665,0.6402466,-16.2769809082686
3.25,0.625,2.056320760630923,0.6248083,-14.395493642442132
3.25,0.75,2.063067123223414,0.606403,-12.221054784228402
3.25,0.875,2.0543130342812597,0.5868305,-9.90547875347748
3.25,1.0,2.037973788689243,0.564686,-7.305854662136543
3.25,1.125,2.0163756755076054,0.5428849,-4.747103456782707
3.25,1.25,1.8737170061734005,0.5206831,-2.1182648088540947
3.25,1.375,1.1698367466146147,0.4988551,0.5256924398969804
3.25,1.5,1.6984458308558168,0.47569269999999997,3.3509046524598256
3.25,1.625,1.946467710203908,0.45261440000000003,6.214996623485641
3.25,1.75,1.9206645565427474,0.42956669999999997,9.190490652129347
3.25,1.875,1.9561676458569688,0.40743,12.106982176848462
3.25,2.0,1.9683267068357275,0.3869691,14.965746351275913
3.5,0.125,1.9502589186401194,0.6162012,-13.820281918813063
3.5,0.25,2.0257930269385844,0.6612271000000001,-19.063006744459866
3.5,0.375,2.03123854461836,0.6647548,-19.351747215266066
3.5,0.5,2.039145993245418,0.65471,-18.06820987891577
3.5,0.625,2.0206138242462894,0.6379305000000001,-16.010543554754573
3.5,0.75,2.032329824561695,0.6180104,-13.610201854520652
3.5,0.875,2.0542344010800515,0.5967288,-11.093754622288468
3.5,1.0,2.0476675508208833,0.5726633,-8.24115801842759
3.5,1.125,2.0003404794985378,0.5494861,-5.50831550914247
3.5,1.25,2.052750298663858,0.5252255,-2.600739155479739
3.5,1.375,0.9566372744790413,0.5019473999999999,0.1915909996019605
3.5,1.5,1.7490024128516501,0.477776,3.1943817318282193
3.5,1.625,1.8968395186394373,0.4535438,6.2276473021161936
3.5,1.75,1.954830496090142,0.4294656,9.36482814593016
3.5,1.875,1.9507028672608075,0.4059573,12.515409436669684
3.5,2.0,1.9714657277860026,0.3847192,15.467871898714012
3.75,0.125,1.9949421540333203,0.6295991000000001,-15.520982182909686
3.75,0.25,2.058151688081302,0.6774303,-21.1466199769159
3.75,0.375,2.0545629911523786,0.6804460000000001,-21.356527650309744
3.75,0.5,2.0408563332626164,0.6676088,-19.69055114292753
3.75,0.625,2.023122636187976,0.6503387,-17.534499733176776
3.75,0.75,2.037065859180272,0.629048,-14.974250323789985
3.75,0.875,2.046077209461315,0.6054915,-12.158769753204252
3.75,1.0,2.0593371256980935,0.5815927,-9.30091397956871
3.75,1.125,2.003264987365349,0.5560858,-6.2591288812052905
3.75,1.25,1.9462462499868,0.5299733,-3.1536982799897073
3.75,1.375,1.0708913431704448,0.5043027,-0.021895190742653434
3.75,1.5,1.694755990974691,0.47959769999999996,3.036459281720864
3.75,1.625,1.9196826310395685,0.4551784,6.140797389221534
3.75,1.75,1.9304390455107028,0.4296628,9.512867385480172
3.75,1.875,1.9514088320215899,0.4054579,12.806474829926968
3.75,2.0,1.9735665522951837,0.38143540000000004,16.1902885762458
4.0,0.125,1.9998121198224177,0.6435868,-17.386543605180933
4.0,0.25,2.04780724006677,0.6938565,-23.323920954318893
4.0,0.375,2.038282138569778,0.6951516,-23.28674149056138
4.0,0.5,2.0250814244708666,0.6822005,-21.55202274821869
4.0,0.625,2.027360618676626,0.6622777000000001,-19.042019592880667
4.0,0.75,2.029990946371887,0.6397149,-16.293177314439117
4.0,0.875,2.0399564874079856,0.615328,-13.339494556402483
4.0,1.0,2.0600982529362692,0.5895833,-10.25201168771549
4.0,1.125,2.032765333044862,0.5630583,-7.0820807523353295
4.0,1.25,1.9833915693476314,0.5358455999999999,-3.8106913374538616
4.0,1.375,1.1391497916867173,0.5093533,-0.5897894450855287
4.0,1.5,1.7235456821522648,0.4826801,2.736063615093863
4.0,1.625,1.879884365960324,0.4556604,6.192930639534707
4.0,1.75,1.9105066885093935,0.42980870000000004,9.635767097272504
4.0,1.875,1.95686613982274,0.4041268,13.184460914178617
4.0,2.0,1.9620239796190395,0.379618,16.784642575451617
