lp_w,Pf_Ps,alpha,trap_frac,mean_vx
3.75,0.5,2.045408893609149,0.4211913,-19.759773484986773
3.75,0.625,2.037013386230483,0.4000899,-17.487263011152777
3.75,0.75,2.038177516883891,0.38221998,-14.985496166479653
3.75,0.875,2.0416748475407056,0.36383658,-12.173468758679313
3.75,1.0,2.0378252950618414,0.34648618,-9.299560073523516
3.75,1.125,2.047318442739401,0.33244442,-6.308371200266823
3.75,1.25,2.0008164430665,0.31643134,-3.22823706426135
3.75,1.375,0.8604047238133585,0.30282606,-0.1197933070169602
3.75,1.5,1.7380606827368292,0.29024606,3.0083339760845984
3.75,1.625,1.8643143587638533,0.27601956,6.345031510782074
3.75,1.75,1.9321126131607604,0.26350582,9.551509334397103
3.75,1.875,1.964815900078958,0.25273024,12.791193295775301
3.75,2.0,1.968382706673984,0.2424032,16.13173743853755
4.0,0.125,1.993595626121214,0.47283366,-17.53485671045291
4.0,0.25,2.0325744104347008,0.47550644,-23.305802617271393
4.0,0.375,2.0383019438937144,0.45557368,-23.244658657057055
4.0,0.5,2.030410839977796,0.43100902,-21.480588604606417
4.0,0.625,2.0298365698956684,0.41011104,-19.07071329094258
4.0,0.75,2.027948605436957,0.38961636,-16.317419038803582
4.0,0.875,2.037431476453224,0.37198142,-13.29764763002684
4.0,1.0,2.0383916634720394,0.35401254,-10.251954258160621
4.0,1.125,2.0299671665005232,0.3396049,-7.162772438970999
4.0,1.25,1.9958010319767872,0.32254738,-3.8041734665527374
4.0,1.375,1.1148498663792428,0.30817476,-0.4867207317502142
4.0,1.5,1.7310714743793312,0.29497942,2.888639122155217
4.0,1.625,1.879374385573604,0.28186356,6.2463114457329585
4.0,1.75,1.948194411533892,0.26955508,9.696242036102415
4.0,1.875,1.9588443076831672,0.25646402,13.259337155610618
4.0,2.0,1.965747821914449,0.24501976,16.76529305148567
